user_seq,id_usuario,pais_residencia,cidade_residencia,latitude_base,longitude_base,perfil,device_principal,ticket_medio,renda_faixa,criado_em
1993,user_01993,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-07-07
1994,user_01994,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-07-08
1995,user_01995,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2025-07-09
1996,user_01996,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-07-10
1997,user_01997,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-07-11
1998,user_01998,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2025-07-12
1999,user_01999,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-07-13
2000,user_02000,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-14
2001,user_02001,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2025-07-15
2002,user_02002,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-07-16
2003,user_02003,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-17
2004,user_02004,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-07-18
2005,user_02005,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-19
2006,user_02006,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-20
2007,user_02007,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-07-21
2008,user_02008,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-22
2009,user_02009,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-23
2010,user_02010,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-07-24
2011,user_02011,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-25
2012,user_02012,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-26
2013,user_02013,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-07-27
2014,user_02014,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-28
2015,user_02015,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-29
2016,user_02016,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-07-30
2017,user_02017,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-07-31
2018,user_02018,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-01
2019,user_02019,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-02
2020,user_02020,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-03
2021,user_02021,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-04
2022,user_02022,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-05
2023,user_02023,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-06
2024,user_02024,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-08-07
2025,user_02025,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-08
2026,user_02026,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-09
2027,user_02027,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-10
2028,user_02028,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-11
2029,user_02029,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-12
2030,user_02030,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-13
2031,user_02031,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-14
2032,user_02032,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-15
2033,user_02033,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-16
2034,user_02034,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-17
2035,user_02035,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-08-18
2036,user_02036,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-19
2037,user_02037,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,web,850,ALTA,2025-08-20
2038,user_02038,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-21
2039,user_02039,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-22
2040,user_02040,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-23
2041,user_02041,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-24
2042,user_02042,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-25
2043,user_02043,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-08-26
2044,user_02044,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-27
2045,user_02045,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-28
2046,user_02046,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-08-29
2047,user_02047,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-08-30
2048,user_02048,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-08-31
2049,user_02049,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-01
2050,user_02050,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-02
2051,user_02051,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-03
2052,user_02052,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-04
2053,user_02053,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-05
2054,user_02054,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-06
2055,user_02055,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-07
2056,user_02056,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-08
2057,user_02057,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-09-09
2058,user_02058,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-10
2059,user_02059,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-11
2060,user_02060,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-12
2061,user_02061,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-13
2062,user_02062,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-14
2063,user_02063,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-15
2064,user_02064,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-16
2065,user_02065,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-17
2066,user_02066,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-18
2067,user_02067,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-09-19
2068,user_02068,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-09-20
2069,user_02069,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-09-21
2070,user_02070,US,New York,40.7128,-74.0060,CORPORATIVO,web,420,MEDIA_ALTA,2025-09-22
2071,user_02071,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-09-23
2072,user_02072,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-09-24
2073,user_02073,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-09-25
2074,user_02074,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-09-26
2075,user_02075,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-09-27
2076,user_02076,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-09-28
2077,user_02077,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-09-29
2078,user_02078,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-09-30
2079,user_02079,GB,London,51.5074,-0.1278,VIAJANTE,web,260,MEDIA,2025-10-01
2080,user_02080,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-02
2081,user_02081,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-10-03
2082,user_02082,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-10-04
2083,user_02083,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-10-05
2084,user_02084,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-10-06
2085,user_02085,FR,Paris,48.8566,2.3522,PADRAO,web,120,MEDIA,2025-10-07
2086,user_02086,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-10-08
2087,user_02087,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-10-09
2088,user_02088,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2025-10-10
2089,user_02089,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-10-11
2090,user_02090,DE,Berlin,52.5200,13.4050,VIAJANTE,mobile,260,MEDIA,2025-10-12
2091,user_02091,JP,Tokyo,35.6762,139.6503,PADRAO,web,120,MEDIA,2025-10-13
2092,user_02092,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-10-14
2093,user_02093,JP,Tokyo,35.6762,139.6503,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-10-15
2094,user_02094,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2025-10-16
2095,user_02095,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-10-17
2096,user_02096,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-10-18
2097,user_02097,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2025-10-19
2098,user_02098,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-10-20
2099,user_02099,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-10-21
2100,user_02100,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-22
2101,user_02101,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-10-23
2102,user_02102,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-24
2103,user_02103,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-25
2104,user_02104,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-26
2105,user_02105,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-27
2106,user_02106,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-28
2107,user_02107,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-29
2108,user_02108,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-30
2109,user_02109,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-31
2110,user_02110,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-01
2111,user_02111,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-02
2112,user_02112,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-11-03
2113,user_02113,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-04
2114,user_02114,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-05
2115,user_02115,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-06
2116,user_02116,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-11-07
2117,user_02117,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-08
2118,user_02118,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-09
2119,user_02119,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-10
2120,user_02120,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-11
2121,user_02121,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-12
2122,user_02122,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-13
2123,user_02123,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-11-14
2124,user_02124,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-15
2125,user_02125,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-16
2126,user_02126,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-17
2127,user_02127,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-18
2128,user_02128,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-19
2129,user_02129,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-20
2130,user_02130,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-21
2131,user_02131,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-22
2132,user_02132,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-23
2133,user_02133,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-24
2134,user_02134,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,mobile,850,ALTA,2025-11-25
2135,user_02135,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-26
2136,user_02136,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-27
2137,user_02137,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-28
2138,user_02138,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-29
2139,user_02139,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2025-11-30
2140,user_02140,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-01
2141,user_02141,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-02
2142,user_02142,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-12-03
2143,user_02143,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-04
2144,user_02144,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-05
2145,user_02145,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-12-06
2146,user_02146,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-07
2147,user_02147,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-08
2148,user_02148,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-12-09
2149,user_02149,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-10
2150,user_02150,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-11
2151,user_02151,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-12-12
2152,user_02152,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-13
2153,user_02153,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-14
2154,user_02154,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-12-15
2155,user_02155,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-16
2156,user_02156,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-12-17
2157,user_02157,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-12-18
2158,user_02158,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-19
2159,user_02159,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-12-20
2160,user_02160,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-01
2161,user_02161,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-02
2162,user_02162,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-01-03
2163,user_02163,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-04
2164,user_02164,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-05
2165,user_02165,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-06
2166,user_02166,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-07
2167,user_02167,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-01-08
2168,user_02168,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-09
2169,user_02169,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-10
2170,user_02170,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-11
2171,user_02171,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-12
2172,user_02172,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-01-13
2173,user_02173,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-14
2174,user_02174,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-15
2175,user_02175,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-01-16
2176,user_02176,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-17
2177,user_02177,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-01-18
2178,user_02178,GB,London,51.5074,-0.1278,VIAJANTE,web,260,MEDIA,2024-01-19
2179,user_02179,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-01-20
2180,user_02180,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-01-21
2181,user_02181,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2024-01-22
2182,user_02182,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-01-23
2183,user_02183,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-01-24
2184,user_02184,FR,Paris,48.8566,2.3522,PADRAO,web,120,MEDIA,2024-01-25
2185,user_02185,FR,Paris,48.8566,2.3522,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-01-26
2186,user_02186,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-01-27
2187,user_02187,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2024-01-28
2188,user_02188,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-01-29
2189,user_02189,DE,Berlin,52.5200,13.4050,VIAJANTE,mobile,260,MEDIA,2024-01-30
2190,user_02190,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2024-01-31
2191,user_02191,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2024-02-01
2192,user_02192,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2024-02-02
2193,user_02193,JP,Tokyo,35.6762,139.6503,PADRAO,web,120,MEDIA,2024-02-03
2194,user_02194,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2024-02-04
2195,user_02195,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2024-02-05
2196,user_02196,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2024-02-06
2197,user_02197,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2024-02-07
2198,user_02198,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2024-02-08
2199,user_02199,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2024-02-09
2200,user_02200,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-02-10
2201,user_02201,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-11
2202,user_02202,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-12
2203,user_02203,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-13
2204,user_02204,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-14
2205,user_02205,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-15
2206,user_02206,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-16
2207,user_02207,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-17
2208,user_02208,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2024-02-18
2209,user_02209,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-19
2210,user_02210,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-20
2211,user_02211,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-02-21
2212,user_02212,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-22
2213,user_02213,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-23
2214,user_02214,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-24
2215,user_02215,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-25
2216,user_02216,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-26
2217,user_02217,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-27
2218,user_02218,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-28
2219,user_02219,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-29
2220,user_02220,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-01
2221,user_02221,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-02
2222,user_02222,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-03-03
2223,user_02223,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-04
2224,user_02224,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-05
2225,user_02225,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-06
2226,user_02226,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-07
2227,user_02227,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-08
2228,user_02228,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-09
2229,user_02229,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-10
2230,user_02230,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-11
2231,user_02231,BR,Sao Paulo,-23.5505,-46.6333,ALTO_VALOR,mobile,850,ALTA,2024-03-12
2232,user_02232,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-13
2233,user_02233,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-03-14
2234,user_02234,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-15
2235,user_02235,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-16
2236,user_02236,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-17
2237,user_02237,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-18
2238,user_02238,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-19
2239,user_02239,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-20
2240,user_02240,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-21
2241,user_02241,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-22
2242,user_02242,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-23
2243,user_02243,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-24
2244,user_02244,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-03-25
2245,user_02245,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-26
2246,user_02246,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-27
2247,user_02247,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-28
2248,user_02248,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-29
